what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1489195890518
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1489195890518
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1489195890519
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1489195890520
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1489195890520
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1489195890521
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1489195890522
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1489195890523
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1489195890524
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1489195890524
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1489195890525
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1489195890525
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1489195890525
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1489195890526
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1489195890526
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1489195890527
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1489195890528
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1489195890529
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1489195890529
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1489195890530
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1489195890531
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1489195890531
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1489195890532
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1489195890533
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1489195890534
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1489195890535
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1489195890535
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1489195890535
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1489195890536
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1489195890537
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1489195890537
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1489195890538
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1489195890538
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1489195890539
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1489195890540
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1489195890540
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1489195890541
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1489195890542
started,bundle,com.altera.sbtgui.integration,12.1.1.243,"com.altera.sbtgui.integration",1489195890543
started,bundle,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch",1489195890543
started,bundle,com.altera.sbtgui.project,12.1.1.243,"com.altera.sbtgui.project",1489195890544
started,bundle,com.altera.systemconsole,12.1.1.243,"com.altera.systemconsole",1489195890545
started,bundle,com.altera.systemconsole.designs.plugin,12.1.1.243,"com.altera.systemconsole.designs.plugin",1489195890545
started,bundle,com.altera.systemconsole.scripting,12.1.1.243,"com.altera.systemconsole.scripting",1489195890545
started,bundle,com.altera.utilities,12.1.1.243,"com.altera.utilities",1489195890545
os,sysinfo,,,"linux",1489195890548
arch,sysinfo,,,"x86",1489195890548
ws,sysinfo,,,"gtk",1489195890548
locale,sysinfo,,,"en_US",1489195890548
processors,sysinfo,,,"8",1489195890548
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1489195890549
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1489195890549
java.specification.name,sysinfo,,,"Java Platform API Specification",1489195890549
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1489195890549
java.specification.version,sysinfo,,,"1.6",1489195890549
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1489195890549
java.version,sysinfo,,,"1.6.0_23",1489195890549
java.vm.info,sysinfo,,,"mixed mode",1489195890549
java.vm.name,sysinfo,,,"Java HotSpot(TM) Server VM",1489195890549
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1489195890549
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1489195890549
java.vm.specification.version,sysinfo,,,"1.0",1489195890549
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1489195890549
java.vm.version,sysinfo,,,"19.0-b09",1489195890549
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1489195890720
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1489195890816
started,bundle,com.altera.sbtgui.core,12.1.1.243,"com.altera.sbtgui.core",1489195891230
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1489195891265
